"id","upper","lower","LL","DUL","bulk_density","SOC","ECEC","pHc","pHw","clay","sand","silt"
171,10,20,0.17,0.31,1.4,0.43,5.19,5.01,5.69,0.11,0.71,0.18
171,20,30,0.17,0.31,1.46,0.31,5.39,5.06,5.8,0.13,0.71,0.17
171,30,40,0.17,0.31,1.51,0.26,6.22,5.13,5.97,0.16,0.68,0.16
171,40,50,0.17,0.31,1.56,0.24,7.55,5.22,6.19,0.21,0.64,0.16
171,50,60,0.17,0.31,1.6,0.23,8.73,5.35,6.35,0.23,0.62,0.15
171,60,70,0.17,0.31,1.61,0.21,9.68,5.5,6.46,0.23,0.62,0.15
171,70,80,0.17,0.31,1.61,0.19,10.6,5.61,6.55,0.24,0.61,0.15
171,80,90,0.17,0.31,1.6,0.18,11.43,5.67,6.62,0.25,0.6,0.15
171,90,100,0.17,0.32,1.59,0.18,11.85,5.7,6.68,0.26,0.59,0.15
171,100,110,0.17,0.32,1.58,0.19,11.87,5.72,6.71,0.26,0.59,0.15
171,110,120,0.17,0.32,1.57,0.19,11.78,5.72,6.73,0.26,0.59,0.15
171,120,130,0.17,0.32,1.56,0.19,11.67,5.73,6.74,0.26,0.59,0.15
171,130,140,0.17,0.32,1.55,0.19,11.6,5.72,6.73,0.26,0.6,0.15
171,140,150,0.17,0.32,1.55,0.19,11.59,5.71,6.7,0.26,0.6,0.15
171,150,160,0.17,0.32,1.55,0.19,11.59,5.71,6.69,0.26,0.6,0.15
171,160,170,0.17,0.32,1.55,0.19,11.59,5.71,6.7,0.26,0.6,0.15
171,170,180,0.17,0.32,1.55,0.19,11.59,5.71,6.7,0.26,0.6,0.15
172,0,10,0.17,0.32,1.18,0.66,6.58,5.09,5.73,0.14,0.65,0.21
172,10,20,0.17,0.32,1.32,0.5,6.56,5.02,5.76,0.14,0.66,0.2
172,20,30,0.17,0.32,1.4,0.41,7.05,5.08,5.89,0.16,0.66,0.18
172,30,40,0.17,0.32,1.46,0.35,7.89,5.15,6.04,0.19,0.64,0.17
172,40,50,0.17,0.32,1.52,0.31,8.91,5.2,6.19,0.22,0.62,0.16
172,50,60,0.18,0.32,1.56,0.28,9.71,5.3,6.32,0.23,0.61,0.16
172,60,70,0.18,0.32,1.58,0.27,10.33,5.44,6.44,0.23,0.61,0.16
172,70,80,0.18,0.33,1.58,0.26,11.16,5.57,6.55,0.24,0.6,0.16
172,80,90,0.18,0.33,1.58,0.24,12.13,5.67,6.65,0.25,0.6,0.15
172,90,100,0.18,0.33,1.57,0.24,12.68,5.71,6.71,0.26,0.59,0.15
172,100,110,0.18,0.34,1.56,0.24,12.79,5.71,6.75,0.27,0.58,0.15
172,110,120,0.18,0.34,1.54,0.24,12.75,5.71,6.77,0.27,0.57,0.15
172,120,130,0.19,0.34,1.53,0.24,12.64,5.72,6.79,0.28,0.57,0.15
172,130,140,0.19,0.34,1.53,0.24,12.52,5.71,6.78,0.28,0.57,0.15
172,140,150,0.18,0.34,1.54,0.25,12.41,5.7,6.74,0.27,0.58,0.15
172,150,160,0.18,0.33,1.55,0.25,12.37,5.7,6.73,0.26,0.58,0.15
172,160,170,0.18,0.33,1.54,0.25,12.38,5.7,6.73,0.27,0.58,0.15
172,170,180,0.18,0.33,1.54,0.25,12.4,5.7,6.74,0.27,0.58,0.15
173,0,10,0.17,0.31,1.23,0.87,6.79,5.01,5.36,0.13,0.72,0.15
173,10,20,0.17,0.32,1.38,0.65,6.86,5.01,5.39,0.15,0.71,0.14
173,20,30,0.17,0.32,1.41,0.53,7.58,5.13,5.53,0.2,0.66,0.13
173,30,40,0.18,0.33,1.42,0.44,8.16,5.29,5.73,0.26,0.61,0.13
173,40,50,0.18,0.33,1.45,0.38,8.44,5.45,5.92,0.31,0.56,0.13
173,50,60,0.18,0.34,1.48,0.33,8.58,5.57,6.05,0.34,0.53,0.13
173,60,70,0.18,0.33,1.51,0.31,8.68,5.65,6.12,0.34,0.53,0.13
173,70,80,0.18,0.33,1.53,0.29,8.88,5.7,6.18,0.35,0.53,0.13
173,80,90,0.18,0.33,1.53,0.26,9.15,5.73,6.25,0.35,0.52,0.13
173,90,100,0.18,0.33,1.53,0.25,9.24,5.75,6.28,0.35,0.52,0.13
173,100,110,0.18,0.33,1.53,0.26,9.12,5.75,6.29,0.35,0.52,0.13
173,110,120,0.18,0.33,1.53,0.26,8.87,5.74,6.3,0.34,0.53,0.13
173,120,130,0.18,0.33,1.52,0.26,8.57,5.73,6.3,0.33,0.53,0.13
173,130,140,0.18,0.33,1.52,0.27,8.45,5.71,6.28,0.33,0.54,0.13
173,140,150,0.18,0.33,1.53,0.27,8.51,5.71,6.25,0.33,0.54,0.13
173,150,160,0.18,0.33,1.53,0.27,8.55,5.71,6.23,0.33,0.54,0.13
173,160,170,0.18,0.33,1.53,0.27,8.53,5.71,6.24,0.33,0.54,0.13
173,170,180,0.18,0.33,1.53,0.27,8.52,5.71,6.24,0.33,0.54,0.13
174,0,10,0.18,0.32,1.1,0.73,6.48,5,5.45,0.14,0.64,0.22
174,10,20,0.18,0.32,1.25,0.58,6.44,4.89,5.46,0.14,0.64,0.21
174,20,30,0.18,0.32,1.32,0.5,6.76,4.94,5.56,0.15,0.65,0.19
174,30,40,0.18,0.33,1.4,0.44,7.54,5.03,5.72,0.17,0.64,0.18
174,40,50,0.18,0.33,1.49,0.39,8.61,5.14,5.91,0.21,0.61,0.18
174,50,60,0.18,0.33,1.54,0.35,9.28,5.23,6.06,0.22,0.59,0.18
174,60,70,0.18,0.33,1.55,0.32,9.59,5.3,6.16,0.23,0.6,0.18
174,70,80,0.18,0.33,1.55,0.31,10.2,5.37,6.23,0.24,0.59,0.17
174,80,90,0.19,0.34,1.54,0.3,11.06,5.45,6.29,0.25,0.58,0.16
174,90,100,0.19,0.34,1.53,0.29,11.5,5.5,6.33,0.26,0.58,0.16
174,100,110,0.19,0.34,1.52,0.3,11.49,5.52,6.35,0.26,0.58,0.16
174,110,120,0.19,0.34,1.51,0.3,11.35,5.52,6.38,0.27,0.57,0.16
174,120,130,0.19,0.34,1.52,0.3,11.19,5.51,6.4,0.27,0.56,0.16
174,130,140,0.19,0.34,1.52,0.3,11.08,5.5,6.39,0.27,0.57,0.16
174,140,150,0.19,0.34,1.51,0.3,11.03,5.48,6.35,0.26,0.58,0.16
174,150,160,0.19,0.34,1.51,0.3,11.01,5.48,6.33,0.26,0.58,0.16
174,160,170,0.19,0.34,1.51,0.3,11.02,5.48,6.33,0.26,0.58,0.16
174,170,180,0.19,0.34,1.51,0.3,11.02,5.48,6.34,0.26,0.58,0.16
175,0,10,0.17,0.3,1.29,0.57,5.14,5.03,5.28,0.11,0.73,0.17
175,10,20,0.17,0.3,1.41,0.39,5.14,5.03,5.31,0.11,0.74,0.16
175,20,30,0.17,0.3,1.43,0.29,5.5,5.08,5.45,0.12,0.74,0.14
175,30,40,0.17,0.3,1.47,0.23,5.87,5.15,5.61,0.13,0.74,0.13
175,40,50,0.17,0.3,1.53,0.21,6.13,5.23,5.76,0.14,0.74,0.12
175,50,60,0.16,0.3,1.58,0.19,6.14,5.29,5.87,0.14,0.74,0.12
175,60,70,0.16,0.3,1.6,0.17,6.01,5.33,5.95,0.14,0.74,0.12
175,70,80,0.16,0.3,1.6,0.16,6.12,5.35,6,0.14,0.73,0.13
175,80,90,0.16,0.3,1.59,0.15,6.44,5.35,6.01,0.14,0.73,0.13
175,90,100,0.17,0.3,1.58,0.15,6.57,5.34,6.03,0.15,0.73,0.13
175,100,110,0.17,0.3,1.56,0.16,6.5,5.33,6.05,0.15,0.73,0.13
175,110,120,0.17,0.31,1.54,0.16,6.41,5.31,6.08,0.15,0.72,0.13
175,120,130,0.17,0.31,1.53,0.16,6.34,5.28,6.09,0.15,0.72,0.13
175,130,140,0.17,0.31,1.53,0.16,6.27,5.27,6.07,0.15,0.73,0.13
175,140,150,0.17,0.3,1.54,0.16,6.23,5.27,6.03,0.14,0.73,0.13
175,150,160,0.17,0.3,1.54,0.16,6.21,5.27,6.02,0.14,0.73,0.13
175,160,170,0.17,0.3,1.54,0.16,6.21,5.27,6.02,0.14,0.73,0.13
175,170,180,0.17,0.3,1.54,0.16,6.22,5.27,6.03,0.14,0.73,0.13
176,0,10,0.17,0.31,1.27,0.63,6.39,5.03,5.65,0.15,0.66,0.19
176,10,20,0.17,0.31,1.47,0.53,6.11,4.91,5.66,0.15,0.66,0.19
176,20,30,0.17,0.31,1.58,0.47,6.28,4.94,5.75,0.17,0.65,0.18
176,30,40,0.17,0.31,1.63,0.42,6.88,5.03,5.87,0.19,0.63,0.17
176,40,50,0.17,0.31,1.64,0.39,7.8,5.16,6.02,0.23,0.61,0.17
176,50,60,0.17,0.31,1.65,0.34,8.82,5.32,6.15,0.25,0.59,0.16
176,60,70,0.17,0.31,1.66,0.29,9.92,5.52,6.27,0.26,0.58,0.16
176,70,80,0.17,0.31,1.66,0.25,11.22,5.7,6.43,0.28,0.57,0.15
176,80,90,0.18,0.32,1.65,0.24,12.57,5.86,6.6,0.31,0.54,0.15
176,90,100,0.18,0.33,1.62,0.23,13.38,5.95,6.7,0.34,0.52,0.14
176,100,110,0.18,0.33,1.6,0.24,13.55,5.99,6.72,0.35,0.51,0.14
176,110,120,0.18,0.33,1.59,0.24,13.19,6.01,6.75,0.36,0.5,0.14
176,120,130,0.18,0.33,1.59,0.24,12.55,6.01,6.77,0.35,0.51,0.14
176,130,140,0.18,0.33,1.6,0.24,12.37,6,6.76,0.35,0.51,0.14
176,140,150,0.18,0.33,1.6,0.24,12.65,5.97,6.72,0.34,0.52,0.14
176,150,160,0.18,0.33,1.6,0.24,12.79,5.96,6.7,0.34,0.52,0.14
176,160,170,0.18,0.33,1.6,0.24,12.74,5.97,6.71,0.34,0.52,0.14
176,170,180,0.18,0.33,1.6,0.24,12.69,5.97,6.71,0.34,0.52,0.14
177,0,10,0.17,0.32,1.15,0.66,6.38,4.99,5.62,0.17,0.6,0.23
177,10,20,0.17,0.32,1.33,0.56,6.27,4.82,5.61,0.17,0.61,0.22
177,20,30,0.17,0.32,1.42,0.51,6.47,4.85,5.65,0.17,0.63,0.2
177,30,40,0.17,0.32,1.48,0.46,7.34,4.9,5.77,0.19,0.62,0.19
177,40,50,0.17,0.32,1.54,0.39,8.67,4.96,5.93,0.24,0.58,0.18
177,50,60,0.17,0.32,1.57,0.34,9.63,5.07,6.08,0.26,0.56,0.18
177,60,70,0.17,0.32,1.57,0.32,10.32,5.24,6.22,0.27,0.56,0.17
177,70,80,0.18,0.32,1.56,0.31,11.79,5.42,6.35,0.3,0.53,0.17
177,80,90,0.18,0.33,1.54,0.3,13.8,5.58,6.47,0.36,0.49,0.16
177,90,100,0.18,0.33,1.52,0.3,14.7,5.66,6.53,0.39,0.46,0.15
177,100,110,0.18,0.33,1.51,0.31,14.51,5.66,6.53,0.39,0.46,0.15
177,110,120,0.18,0.33,1.51,0.31,14.4,5.68,6.59,0.41,0.44,0.15
177,120,130,0.18,0.34,1.52,0.31,14.52,5.71,6.7,0.43,0.42,0.15
177,130,140,0.18,0.34,1.52,0.3,14.47,5.71,6.7,0.43,0.42,0.15
177,140,150,0.18,0.33,1.52,0.31,14.24,5.68,6.61,0.4,0.45,0.15
177,150,160,0.18,0.33,1.51,0.31,14.14,5.66,6.57,0.38,0.47,0.15
177,160,170,0.18,0.33,1.51,0.31,14.18,5.67,6.59,0.39,0.46,0.15
177,170,180,0.18,0.33,1.51,0.31,14.21,5.67,6.6,0.39,0.46,0.15
178,0,10,0.17,0.31,1.24,0.73,6.24,4.89,5.54,0.13,0.7,0.17
178,10,20,0.17,0.31,1.39,0.59,6.21,4.85,5.58,0.15,0.69,0.16
178,20,30,0.17,0.31,1.47,0.47,6.94,4.92,5.78,0.19,0.65,0.16
178,30,40,0.17,0.31,1.53,0.39,7.77,5.04,5.96,0.24,0.61,0.15
178,40,50,0.17,0.32,1.57,0.35,8.57,5.19,6.1,0.3,0.56,0.15
178,50,60,0.17,0.32,1.59,0.32,9.45,5.36,6.24,0.32,0.53,0.14
178,60,70,0.17,0.32,1.61,0.3,10.45,5.54,6.4,0.33,0.53,0.14
178,70,80,0.17,0.32,1.62,0.27,11.58,5.71,6.56,0.33,0.53,0.14
178,80,90,0.18,0.32,1.61,0.25,12.67,5.86,6.69,0.35,0.51,0.14
178,90,100,0.18,0.32,1.61,0.24,13.16,5.94,6.78,0.36,0.5,0.14
178,100,110,0.18,0.33,1.59,0.25,13.03,5.96,6.81,0.36,0.5,0.14
178,110,120,0.18,0.33,1.58,0.26,12.73,5.97,6.83,0.36,0.5,0.14
178,120,130,0.18,0.33,1.57,0.26,12.41,5.97,6.84,0.35,0.5,0.15
178,130,140,0.18,0.33,1.57,0.26,12.33,5.97,6.83,0.35,0.5,0.15
178,140,150,0.18,0.33,1.57,0.26,12.46,5.96,6.81,0.35,0.51,0.14
178,150,160,0.18,0.33,1.57,0.26,12.53,5.95,6.81,0.34,0.51,0.14
178,160,170,0.18,0.33,1.57,0.26,12.51,5.95,6.81,0.35,0.51,0.14
178,170,180,0.18,0.33,1.57,0.26,12.49,5.96,6.81,0.35,0.51,0.14
179,0,10,0.17,0.31,1.22,0.87,6.39,4.85,5.35,0.15,0.71,0.14
179,10,20,0.17,0.31,1.36,0.65,6.45,4.85,5.39,0.16,0.7,0.13
179,20,30,0.17,0.32,1.4,0.51,7.15,5,5.54,0.22,0.65,0.13
179,30,40,0.17,0.32,1.42,0.41,7.92,5.22,5.73,0.27,0.6,0.12
179,40,50,0.18,0.32,1.44,0.34,8.54,5.45,5.92,0.3,0.58,0.12
179,50,60,0.18,0.32,1.48,0.31,8.79,5.55,6.01,0.32,0.56,0.12
179,60,70,0.18,0.32,1.51,0.32,8.72,5.53,6,0.32,0.56,0.12
179,70,80,0.18,0.32,1.53,0.31,8.79,5.51,6,0.32,0.56,0.12
179,80,90,0.18,0.32,1.52,0.29,9.01,5.52,6.03,0.32,0.56,0.12
179,90,100,0.18,0.32,1.52,0.28,9.1,5.53,6.06,0.32,0.56,0.12
179,100,110,0.18,0.33,1.52,0.29,8.99,5.52,6.08,0.32,0.55,0.12
179,110,120,0.18,0.32,1.53,0.3,8.72,5.51,6.08,0.32,0.56,0.12
179,120,130,0.18,0.32,1.53,0.3,8.37,5.51,6.08,0.31,0.57,0.12
179,130,140,0.18,0.32,1.53,0.3,8.26,5.51,6.06,0.31,0.57,0.12
179,140,150,0.18,0.32,1.52,0.3,8.39,5.5,6.04,0.31,0.57,0.12
179,150,160,0.18,0.32,1.52,0.3,8.45,5.49,6.03,0.31,0.56,0.12
179,160,170,0.18,0.32,1.52,0.3,8.43,5.49,6.03,0.31,0.57,0.12
179,170,180,0.18,0.32,1.52,0.3,8.41,5.49,6.03,0.31,0.57,0.12
180,0,10,0.17,0.31,1.25,0.82,6.23,4.94,5.36,0.13,0.72,0.15
180,10,20,0.17,0.31,1.39,0.55,6.19,4.93,5.4,0.14,0.72,0.14
180,20,30,0.17,0.31,1.44,0.43,6.64,5.03,5.56,0.18,0.68,0.13
180,30,40,0.17,0.31,1.46,0.37,7.29,5.24,5.79,0.22,0.65,0.13
180,40,50,0.17,0.32,1.48,0.33,7.96,5.48,6.03,0.24,0.64,0.12
180,50,60,0.17,0.32,1.5,0.3,8.39,5.58,6.14,0.25,0.63,0.12
180,60,70,0.17,0.32,1.51,0.29,8.59,5.56,6.13,0.25,0.62,0.12
180,70,80,0.17,0.32,1.51,0.27,8.81,5.56,6.14,0.25,0.62,0.12
180,80,90,0.17,0.32,1.51,0.25,9.05,5.59,6.18,0.25,0.62,0.12
180,90,100,0.18,0.32,1.51,0.25,9.2,5.62,6.22,0.25,0.62,0.12
180,100,110,0.18,0.32,1.51,0.25,9.21,5.64,6.23,0.26,0.62,0.13
180,110,120,0.18,0.32,1.51,0.26,9.09,5.65,6.25,0.26,0.62,0.13
180,120,130,0.17,0.32,1.5,0.26,8.88,5.64,6.27,0.25,0.62,0.13
180,130,140,0.17,0.32,1.5,0.26,8.79,5.63,6.25,0.25,0.63,0.13
180,140,150,0.17,0.32,1.51,0.26,8.81,5.62,6.21,0.25,0.63,0.13
180,150,160,0.17,0.32,1.51,0.26,8.83,5.61,6.19,0.25,0.63,0.13
180,160,170,0.17,0.32,1.51,0.26,8.82,5.61,6.2,0.25,0.63,0.13
180,170,180,0.17,0.32,1.51,0.26,8.82,5.61,6.2,0.25,0.63,0.13
181,0,10,0.17,0.31,1.28,0.7,6.41,4.99,5.65,0.14,0.68,0.17
181,10,20,0.17,0.32,1.44,0.55,6.38,4.95,5.67,0.15,0.68,0.17
181,20,30,0.17,0.32,1.49,0.43,7.09,5.04,5.88,0.2,0.64,0.15
181,30,40,0.17,0.32,1.53,0.36,7.9,5.2,6.06,0.25,0.6,0.14
181,40,50,0.18,0.32,1.59,0.32,8.63,5.37,6.16,0.29,0.57,0.14
181,50,60,0.18,0.32,1.62,0.29,9.22,5.5,6.3,0.31,0.55,0.14
181,60,70,0.18,0.32,1.62,0.26,9.69,5.58,6.47,0.32,0.54,0.14
181,70,80,0.18,0.32,1.62,0.24,10.1,5.65,6.57,0.32,0.54,0.14
181,80,90,0.18,0.32,1.63,0.23,10.45,5.71,6.6,0.32,0.54,0.14
181,90,100,0.18,0.33,1.62,0.23,10.73,5.75,6.64,0.32,0.54,0.14
181,100,110,0.18,0.33,1.61,0.23,10.84,5.77,6.68,0.33,0.54,0.14
181,110,120,0.18,0.33,1.6,0.23,10.53,5.78,6.7,0.32,0.54,0.14
181,120,130,0.18,0.32,1.61,0.22,9.94,5.76,6.69,0.31,0.54,0.15
181,130,140,0.18,0.32,1.61,0.22,9.83,5.75,6.67,0.31,0.55,0.15
181,140,150,0.18,0.32,1.6,0.23,10.16,5.74,6.65,0.31,0.54,0.14
181,150,160,0.18,0.33,1.6,0.24,10.33,5.74,6.64,0.32,0.54,0.14
181,160,170,0.18,0.33,1.6,0.24,10.27,5.74,6.64,0.31,0.54,0.14
181,170,180,0.18,0.32,1.6,0.23,10.21,5.74,6.64,0.31,0.54,0.14
182,0,10,0.17,0.31,1.23,0.86,6.37,5.01,5.44,0.13,0.72,0.15
182,10,20,0.17,0.32,1.37,0.68,6.52,5.01,5.47,0.14,0.72,0.13
182,20,30,0.17,0.32,1.4,0.51,7.3,5.13,5.61,0.19,0.68,0.13
182,30,40,0.18,0.32,1.43,0.4,7.88,5.3,5.77,0.23,0.64,0.12
182,40,50,0.18,0.33,1.47,0.35,8.11,5.48,5.92,0.25,0.62,0.12
182,50,60,0.18,0.33,1.51,0.31,8.18,5.59,6.03,0.27,0.61,0.12
182,60,70,0.18,0.33,1.55,0.28,8.19,5.63,6.09,0.27,0.6,0.12
182,70,80,0.18,0.33,1.57,0.26,8.31,5.66,6.15,0.28,0.6,0.12
182,80,90,0.18,0.33,1.58,0.24,8.53,5.69,6.22,0.28,0.6,0.12
182,90,100,0.18,0.33,1.58,0.24,8.62,5.69,6.26,0.28,0.59,0.13
182,100,110,0.18,0.33,1.58,0.24,8.54,5.68,6.28,0.28,0.59,0.13
182,110,120,0.18,0.33,1.58,0.25,8.26,5.66,6.27,0.28,0.6,0.13
182,120,130,0.18,0.33,1.57,0.26,7.88,5.64,6.25,0.27,0.61,0.13
182,130,140,0.18,0.33,1.57,0.26,7.77,5.62,6.23,0.27,0.61,0.13
182,140,150,0.18,0.33,1.57,0.25,7.92,5.62,6.21,0.27,0.6,0.13
182,150,160,0.18,0.33,1.57,0.25,8,5.62,6.2,0.27,0.6,0.13
182,160,170,0.18,0.33,1.57,0.25,7.97,5.62,6.21,0.27,0.6,0.13
182,170,180,0.18,0.33,1.57,0.25,7.94,5.62,6.21,0.27,0.6,0.13
183,0,10,0.17,0.31,1.21,0.64,6.11,5.09,5.66,0.15,0.65,0.2
183,10,20,0.17,0.31,1.42,0.53,5.92,4.93,5.65,0.15,0.65,0.2
183,20,30,0.17,0.31,1.54,0.47,6.21,4.95,5.71,0.16,0.65,0.19
183,30,40,0.17,0.31,1.58,0.43,6.79,4.99,5.78,0.19,0.63,0.18
183,40,50,0.17,0.31,1.58,0.4,7.6,5.04,5.86,0.23,0.59,0.17
183,50,60,0.17,0.31,1.59,0.36,8.72,5.16,6,0.26,0.57,0.17
183,60,70,0.17,0.31,1.6,0.3,10.2,5.35,6.2,0.27,0.56,0.17
183,70,80,0.17,0.32,1.59,0.26,12.18,5.55,6.37,0.31,0.53,0.16
183,80,90,0.18,0.33,1.57,0.25,14.31,5.73,6.52,0.37,0.48,0.15
183,90,100,0.18,0.34,1.54,0.25,15.35,5.83,6.62,0.41,0.45,0.14
183,100,110,0.19,0.34,1.52,0.25,15.31,5.86,6.68,0.42,0.44,0.14
183,110,120,0.19,0.34,1.5,0.26,15.12,5.88,6.7,0.43,0.43,0.14
183,120,130,0.19,0.34,1.49,0.27,14.97,5.89,6.71,0.43,0.43,0.14
183,130,140,0.19,0.34,1.49,0.27,14.76,5.88,6.69,0.42,0.44,0.14
183,140,150,0.19,0.34,1.51,0.27,14.53,5.85,6.65,0.41,0.45,0.14
183,150,160,0.19,0.34,1.51,0.27,14.43,5.84,6.64,0.4,0.46,0.14
183,160,170,0.19,0.34,1.51,0.27,14.47,5.84,6.64,0.4,0.45,0.14
183,170,180,0.19,0.34,1.51,0.27,14.5,5.85,6.65,0.4,0.45,0.14
184,0,10,0.17,0.31,1.25,0.68,6.08,4.99,5.54,0.13,0.67,0.2
184,10,20,0.17,0.31,1.38,0.5,6.07,4.93,5.56,0.14,0.67,0.19
184,20,30,0.17,0.31,1.44,0.4,6.31,4.98,5.72,0.17,0.65,0.18
184,30,40,0.17,0.31,1.48,0.35,7.07,5.08,5.9,0.2,0.63,0.17
184,40,50,0.17,0.32,1.52,0.31,8.24,5.21,6.07,0.24,0.6,0.16
184,50,60,0.17,0.32,1.54,0.28,9.27,5.37,6.23,0.26,0.59,0.15
184,60,70,0.17,0.32,1.55,0.26,10.18,5.54,6.38,0.27,0.58,0.15
184,70,80,0.18,0.32,1.55,0.24,11.44,5.66,6.5,0.28,0.57,0.15
184,80,90,0.18,0.32,1.54,0.23,12.89,5.73,6.59,0.3,0.56,0.14
184,90,100,0.18,0.33,1.53,0.22,13.53,5.77,6.67,0.31,0.55,0.14
184,100,110,0.18,0.33,1.51,0.23,13.42,5.8,6.72,0.32,0.54,0.14
184,110,120,0.18,0.33,1.5,0.23,13.44,5.81,6.76,0.33,0.53,0.14
184,120,130,0.18,0.33,1.5,0.23,13.65,5.81,6.77,0.34,0.52,0.14
184,130,140,0.18,0.33,1.5,0.23,13.61,5.8,6.75,0.34,0.52,0.14
184,140,150,0.18,0.33,1.5,0.23,13.35,5.78,6.73,0.32,0.54,0.14
184,150,160,0.18,0.33,1.5,0.24,13.22,5.78,6.72,0.31,0.55,0.14
184,160,170,0.18,0.33,1.5,0.23,13.27,5.78,6.72,0.31,0.54,0.14
184,170,180,0.18,0.33,1.5,0.23,13.31,5.78,6.72,0.32,0.54,0.14
185,0,10,0.17,0.32,1.23,0.81,7.01,4.91,5.37,0.18,0.67,0.15
185,10,20,0.18,0.32,1.39,0.65,7.14,4.92,5.41,0.2,0.66,0.14
185,20,30,0.18,0.32,1.44,0.57,8.03,5.07,5.58,0.28,0.59,0.13
185,30,40,0.18,0.33,1.46,0.52,8.81,5.23,5.76,0.34,0.54,0.13
185,40,50,0.18,0.33,1.47,0.47,9.32,5.36,5.92,0.37,0.5,0.12
185,50,60,0.18,0.33,1.49,0.42,9.81,5.51,6.07,0.4,0.48,0.12
185,60,70,0.18,0.33,1.51,0.36,10.31,5.67,6.21,0.41,0.47,0.12
185,70,80,0.18,0.33,1.52,0.32,10.69,5.78,6.33,0.41,0.47,0.12
185,80,90,0.18,0.33,1.52,0.29,10.93,5.84,6.41,0.4,0.48,0.12
185,90,100,0.18,0.33,1.52,0.28,11.04,5.88,6.47,0.39,0.48,0.12
185,100,110,0.18,0.33,1.51,0.28,11.03,5.91,6.51,0.4,0.48,0.12
185,110,120,0.18,0.33,1.51,0.29,10.86,5.92,6.53,0.39,0.48,0.13
185,120,130,0.18,0.33,1.5,0.29,10.59,5.92,6.53,0.38,0.49,0.13
185,130,140,0.18,0.33,1.5,0.29,10.57,5.9,6.51,0.38,0.49,0.13
185,140,150,0.18,0.33,1.5,0.29,10.76,5.89,6.48,0.38,0.49,0.13
185,150,160,0.18,0.33,1.5,0.3,10.86,5.89,6.47,0.38,0.49,0.13
185,160,170,0.18,0.33,1.5,0.3,10.82,5.89,6.47,0.38,0.49,0.13
185,170,180,0.18,0.33,1.5,0.3,10.79,5.89,6.48,0.38,0.49,0.13
