Date,SM,Start Depth,End Depth,Site_ID,Sensor
2002/4/29,18.35833333,15,30,1,1
2002/4/29,18.76354167,30,60,1,2
2002/4/29,18.81125,60,100,1,3
2002/4/30,18.75104167,15,30,1,1
2002/4/30,18.65916667,30,60,1,2
2002/4/30,18.55125,60,100,1,3
2002/5/1,18.60833333,15,30,1,1
2002/5/1,18.83604167,30,60,1,2
2002/5/1,19.28020833,60,100,1,3
2002/5/2,19.371875,15,30,1,1
2002/5/2,19.125,30,60,1,2
2002/5/2,19.04958333,60,100,1,3
2002/5/3,18.898125,15,30,1,1
2002/5/3,18.78583333,30,60,1,2
2002/5/3,18.69125,60,100,1,3
2002/5/4,18.99708333,15,30,1,1
2002/5/4,19.33229167,30,60,1,2
2002/5/4,19.41625,60,100,1,3
2002/5/5,19.159375,15,30,1,1
2002/5/5,18.90895833,30,60,1,2
2002/5/5,18.79291667,60,100,1,3
2002/5/6,18.66895833,15,30,1,1
2002/5/6,18.74041667,30,60,1,2
2002/5/6,18.65895833,60,100,1,3
2002/5/7,18.56729167,15,30,1,1
2002/5/7,18.53541667,30,60,1,2
2002/5/7,18.6975,60,100,1,3
2002/5/8,19.56958333,15,30,1,1
2002/5/8,19.70520833,30,60,1,2
2002/5/8,19.54166667,60,100,1,3
2002/5/9,19.32208333,15,30,1,1
2002/5/9,19.2075,30,60,1,2
2002/5/9,19.1925,60,100,1,3
2002/5/10,19.01291667,15,30,1,1
2002/5/10,18.93416667,30,60,1,2
2002/5/10,18.89541667,60,100,1,3
2002/5/11,19.2425,15,30,1,1
2002/5/11,19.26666667,30,60,1,2
2002/5/11,19.16125,60,100,1,3
2002/5/12,19.12,15,30,1,1
2002/5/12,19.33875,30,60,1,2
2002/5/12,19.37729167,60,100,1,3
2002/5/13,19.46791667,15,30,1,1
2002/5/13,19.50270833,30,60,1,2
2002/5/13,19.501875,60,100,1,3
2002/5/14,19.39604167,15,30,1,1
2002/5/14,19.49083333,30,60,1,2
2002/5/14,19.42541667,60,100,1,3
2002/5/15,19.28354167,15,30,1,1
2002/5/15,19.15895833,30,60,1,2
2002/5/15,19.035,60,100,1,3
2002/5/16,19.17645833,15,30,1,1
2002/5/16,19.57520833,30,60,1,2
2002/5/16,19.8425,60,100,1,3
2002/5/17,20.20416667,15,30,1,1
2002/5/17,20.10375,30,60,1,2
2002/5/17,19.90666667,60,100,1,3
2002/5/18,19.84895833,15,30,1,1
2002/5/18,19.89354167,30,60,1,2
2002/5/18,19.83729167,60,100,1,3
2002/5/19,19.79916667,15,30,1,1
2002/5/19,19.761875,30,60,1,2
2002/5/19,19.78583333,60,100,1,3
2002/5/20,19.65083333,15,30,1,1
2002/5/20,19.64270833,30,60,1,2
2002/5/20,19.814375,60,100,1,3
2002/5/21,20.0725,15,30,1,1
2002/5/21,20.15833333,30,60,1,2
2002/5/21,20.274375,60,100,1,3
2002/5/22,20.299375,15,30,1,1
2002/5/22,20.429375,30,60,1,2
2002/5/22,20.42708333,60,100,1,3
2002/5/23,20.56625,15,30,1,1
2002/5/23,20.58020833,30,60,1,2
2002/5/23,20.38791667,60,100,1,3
2002/5/24,20.29104167,15,30,1,1
2002/5/24,20.28375,30,60,1,2
2002/5/24,20.321875,60,100,1,3
2002/5/25,20.49958333,15,30,1,1
2002/5/25,20.63270833,30,60,1,2
2002/5/25,20.49958333,60,100,1,3
2002/5/26,20.32,15,30,1,1
2002/5/26,20.156875,30,60,1,2
2002/5/26,20.15,60,100,1,3
2002/5/27,20.18958333,15,30,1,1
2002/5/27,20.13770833,30,60,1,2
2002/5/27,20.34104167,60,100,1,3
2002/5/28,20.89770833,15,30,1,1
2002/5/28,21.826875,30,60,1,2
2002/5/28,22.44104167,60,100,1,3
2002/5/29,22.65083333,15,30,1,1
2002/5/29,22.78583333,30,60,1,2
2002/5/29,23.00020833,60,100,1,3
2002/5/30,23.023125,15,30,1,1
2002/5/30,23.0725,30,60,1,2
2002/5/30,23.07145833,60,100,1,3
2002/5/31,23.04083333,15,30,1,1
2002/5/31,23.145,30,60,1,2
2002/5/31,23.294375,60,100,1,3
2002/6/1,23.36541667,15,30,1,1
2002/6/1,23.33041667,30,60,1,2
2002/6/1,23.288125,60,100,1,3
2002/6/2,23.49666667,15,30,1,1
